display_name,user_id,reputation_scaled,gold_badges_scaled,silver_badges_scaled,bronze_badges_scaled,cluster,quality_score,candidate_level
willeM_ Van Onsem,67579,0.3058817171155086,0.036871508379888264,0.050962262122352435,0.06655253584421143,1,0.1150670058654902,Average
Kerrek SB,596781,0.3050717066133955,0.10726256983240223,0.09622621223524352,0.1181254012411727,2,0.1566714724805535,Strong
alecxe,771848,0.3018350007272747,0.1418994413407821,0.12030964412428771,0.1318210999358014,2,0.17396629653203646,Strong
Mysticial,922184,0.29988003304095556,0.05139664804469273,0.03580260187076658,0.0358442114273486,1,0.10573087359594087,Average
Mark Longair,223092,0.29963049109055173,0.08603351955307262,0.04494140415009138,0.03509522790498609,1,0.11642516067467545,Average
Tim Schmelter,284240,0.2924338079968187,0.088268156424581,0.07644339318352865,0.10475069548469934,1,0.14047401327240694,Average
Matthew Rankin,95592,0.2920628311935445,0.043575418994413403,0.012901838511987958,0.017547613952493046,1,0.09152192566310972,Average
Stephen Cleary,263693,0.2916738393296796,0.08715083798882681,0.07665842382539512,0.09169698266638135,1,0.13679502095257073,Average
Martin Smith,73226,0.28938192328786866,0.10837988826815642,0.08257176647672293,0.09469291675583137,1,0.14375662369714484,Average
codaddict,227665,0.28929318243384805,0.09273743016759775,0.05300505322008386,0.05735073828375776,1,0.12309660102632185,Average
mklement0,45375,0.2870479721046795,0.0759776536312849,0.07741103107192775,0.105927669591269,1,0.1365910815997903,Average
Pekka,187606,0.2852611449838732,0.16759776536312848,0.10536501451456833,0.11737641771881019,2,0.16890008564509507,Strong
Rob,1271826,0.2787750559467715,0.08268156424581005,0.09052790022578218,0.12005135887010486,1,0.14300896982211714,Average
Shepmaster,155423,0.27801775617749774,0.12960893854748604,0.13514675841307386,0.1621014337684571,2,0.1762187217266287,Strong
Jon,50079,0.2774205902801409,0.09497206703910614,0.08031394473712504,0.08752407447036166,1,0.13505766913168343,Average
mu is too short,479863,0.2754709603895523,0.07932960893854749,0.09171056875604774,0.08773806976246523,1,0.1335623019616532,Average
gbn,27535,0.27425527741191635,0.09497206703910614,0.06364906999247393,0.07361438048362937,1,0.12662269873178145,Average
Quassnoi,55159,0.2695566827200873,0.10502793296089384,0.06655198365767122,0.06655253584421143,1,0.12692228379571596,Average
Bohemian,256196,0.2695486760264915,0.11508379888268155,0.06397161595527363,0.08014123689278836,1,0.13218633193930876,Average
Mehrdad Afshari,33708,0.2671666846817273,0.10391061452513965,0.09181808407698097,0.08495613096511877,1,0.13696287856224168,Average
icza,1705598,0.26662956898633927,0.08715083798882681,0.10816041285883238,0.09672587203081533,1,0.13966667296620344,Average
aioobe,276052,0.2662832794883189,0.12849162011173182,0.08827007848618429,0.09009201797560454,1,0.14328424901545989,Average
Joel Coehoorn,3043,0.2635443230540732,0.12737430167597763,0.06149876357380927,0.08752407447036166,1,0.13498536569355546,Average
jfs,4279,0.26273831589875807,0.23575418994413405,0.11074078056122998,0.1863898994222127,2,0.1989057964565837,Strong
Pointy,182668,0.2612971110515057,0.06927374301675977,0.06343403935060746,0.06751551465867751,1,0.1153801020193876,Average
mipadi,28804,0.26046107879520614,0.10167597765363127,0.056768089452747014,0.0521078536272202,1,0.11775324988220116,Average
Some programmer dude,440558,0.2588924340748866,0.04022346368715084,0.044296312224491985,0.07019045580997219,1,0.1034006664491254,Average
Bill the Lizard,1288,0.25616682212996733,0.23798882681564243,0.06117621761100957,0.09522790498609031,1,0.16263994288567743,Average
coldspeed95,4909087,0.25554563615182296,0.11843575418994412,0.07902376088592625,0.08517012625722234,1,0.13454381937122892,Average
CrazyCoder,104891,0.25459884463411414,0.20446927374301674,0.10912805074723148,0.10089878022683502,1,0.16727373733779938,Average
skaffman,21234,0.25422986950423887,0.10726256983240223,0.08773250188151811,0.08270918039803124,1,0.13298353040404762,Average
Adam Rosenfield,9530,0.25294279350870663,0.11508379888268155,0.05537039028061498,0.06398459233896854,1,0.12184539375274292,Average
unwind,28169,0.2524497146280958,0.07150837988826815,0.05182238468981829,0.06612454526000429,1,0.11047625611654663,Average
Pascal MARTIN,138475,0.2524370373632357,0.09162011173184356,0.07042253521126761,0.07104643697838647,1,0.12138153032118333,Average
sehe,85371,0.2516897459609567,0.054748603351955305,0.04999462423395334,0.07200941579285255,1,0.10711059733492947,Average
Aaron Hall,541136,0.25153761878263564,0.10391061452513965,0.04375873561982582,0.03637919965760753,1,0.10889654214630216,Average
EdChum,704848,0.24902218254460728,0.22793296089385473,0.08891517041178368,0.06216563235608817,1,0.15700898655158346,Average
Eran,1221571,0.24789056984972774,0.06368715083798882,0.07698096978819483,0.08463513802696342,1,0.11829845712571871,Average
Lasse V. Karlsen,267,0.24720332864941758,0.1206703910614525,0.06902483603913558,0.09019901562165633,1,0.13177439284291548,Average
Ciro Santilli OurBigBook.com,895245,0.24692709772036092,0.13519553072625698,0.14364046876679926,0.1180184035951209,1,0.16094537520213453,Average
S.Lott,10661,0.24644936500247544,0.09273743016759775,0.055047844317815287,0.08452814038091162,1,0.11969069496720003,Average
poke,216074,0.2458335168200616,0.08938547486033518,0.06300397806687454,0.06740851701262572,1,0.11640787168997427,Average
ikegami,589924,0.24571808698738812,0.018994413407821226,0.030319320503171703,0.0594906912047935,1,0.08863062802579363,Average
Ronak Shah,3962914,0.24503151301154436,0.022346368715083796,0.01752499731211698,0.025144446822169913,1,0.07751183146522876,Average
Bryan Oakley,7432,0.24374443701601206,0.05921787709497206,0.06192882485754219,0.07907126043227049,1,0.1109905998501992,Average
Arun P Johny,114251,0.24362900718333863,0.0759776536312849,0.056230512848080845,0.056708752407447036,1,0.10813648151753785,Average
Nina Scholz,1447675,0.24306386806036512,0.029050279329608936,0.03838296957316417,0.044404023111491546,1,0.08872528501865745,Average
rob mayoff,77567,0.24279364215150534,0.0770949720670391,0.08945274701644984,0.09469291675583137,1,0.12600856949770642,Average
Lightness Races in Orbit,560648,0.24248471722359893,0.08603351955307262,0.0713901730996667,0.11694842713460304,1,0.12921420925273533,Average
polygenelubricants,276101,0.24130372991821164,0.1441340782122905,0.060101064401677236,0.06687352878236678,1,0.12810310032863653,Average
Denys S&#233;guret,263525,0.24049171774269956,0.10055865921787709,0.0863348027093861,0.08324416862829018,1,0.12765733707456323,Average
Sarfraz,139459,0.24015743828507302,0.09050279329608937,0.05924094183421137,0.06548255938369356,1,0.11384593319976684,Average
Peter Cordes,224132,0.23697677925412314,0.055865921787709494,0.07966885281152565,0.10956558955702975,1,0.120519285852597,Average
Ned Batchelder,14343,0.23675926407810266,0.08603351955307262,0.061606278894742496,0.07200941579285255,1,0.11410211957969257,Average
Andy Hayden,1240268,0.23671389281439287,0.12290502793296089,0.06773465218793678,0.058206719452172054,1,0.12139007309686564,Average
templatetypedef,501557,0.2350698517293791,0.12625698324022344,0.10149446296097193,0.1181254012411727,1,0.14523667479293678,Average
Michael Benjamin,3597276,0.23504783332199053,0.12290502793296089,0.06526179980647243,0.07885726514016692,1,0.12551798155039767,Average
CertainPerformance,9515207,0.23350587758032382,0.061452513966480445,0.036985270401032146,0.03819815964048791,1,0.09253545539708108,Average
sepp2k,149392,0.23238427325243904,0.06256983240223463,0.07278787227179874,0.073293387545474,1,0.1102588413679866,Average
falsetru,2225682,0.2320866911404601,0.0770949720670391,0.08171164390925707,0.07040445110207576,1,0.115324439554708,Average
J&#246;rg W Mittag,2988,0.23185049367938265,0.088268156424581,0.04805934845715514,0.07104643697838647,1,0.10980610888487632,Average
Gabriele Mariotti,2016562,0.23137876598169405,0.12737430167597763,0.10869798946349855,0.10025679435052429,1,0.14192696286792364,Average
Dirk is no longer here,143305,0.2311005333792384,0.0670391061452514,0.07085259649500054,0.07917825807832228,1,0.11204262352445316,Average
wim,674039,0.23033389246743613,0.12737430167597763,0.07225029566713256,0.08773806976246523,1,0.12942413989325288,Average
abarnert,908494,0.22980078011884603,0.06033519553072625,0.06633695301580475,0.07382837577573294,1,0.1075753261102775,Average
Fred Foo,166749,0.22803797307882726,0.08938547486033518,0.08117406730459091,0.09094799914401884,1,0.12238637859694305,Average
Ladislav Mrnka,413501,0.22779043280182235,0.0670391061452514,0.07053005053220084,0.07179542050074898,1,0.1092887524950059,Average
Mark Rajcok,215945,0.22778109165929386,0.12737430167597763,0.05279002257821739,0.052749839503530925,1,0.11517381385425494,Average
John Kugelman,68587,0.22762429390970854,0.07821229050279328,0.058595849908611976,0.06398459233896854,1,0.10710425666502059,Average
Dennis Williamson,26428,0.22723730371924264,0.10726256983240223,0.040533275991828835,0.04750695484699337,1,0.10563502609761677,Average
Carol Skelly,171456,0.22718659465980226,0.10279329608938546,0.07859369960219331,0.06944147228760968,1,0.11950376565974767,Average
Sarfaraz Nawaz,415784,0.22685098075324306,0.13519553072625698,0.07225029566713256,0.09255296383479564,1,0.13171244274535707,Average
Marc B,118068,0.2255058562291409,0.049162011173184354,0.04547898075475755,0.05414080890220416,1,0.09357191426482173,Average
Matt Ball,139010,0.2251382155481983,0.11396648044692737,0.06945489732286851,0.0773592980954419,1,0.12147972285335902,Average
readonly,4883,0.22349017111638664,0.1217877094972067,0.021180518223846895,0.021934517440616308,1,0.09709822906951414,Average
trincot,5459839,0.22268082783873985,0.042458100558659215,0.02924416729383937,0.03616520436550396,1,0.0826370750141856,Average
James McNellis,151292,0.22251402172215973,0.08491620111731843,0.09934415654230729,0.10496469077680291,1,0.12793476753964708,Average
Joey,73070,0.22240926748094741,0.09832402234636871,0.07472314804859692,0.07468435694414723,1,0.11753519870501507,Average
DSM,487339,0.22131768825404707,0.07486033519553072,0.06407913127620686,0.053712818317997006,1,0.10349249326094541,Average
Andrew Hare,34211,0.2199231891194372,0.08379888268156424,0.06870229007633588,0.0684784934731436,1,0.11022571383762023,Average
Rob W,938089,0.21812034861143917,0.09720670391061452,0.08611977206751963,0.07286539696126686,1,0.11857805538771005,Average
Brian R. Bondy,3153,0.2174771442259062,0.1441340782122905,0.0641866465971401,0.0683714958270918,1,0.12354234121560714,Average
Basil Bourque,642706,0.21639890948833226,0.14525139664804468,0.10127943231910547,0.14038091161994434,1,0.15082766251885668,Average
MadProgrammer,992484,0.21619807492396978,0.024581005586592177,0.025051069777443286,0.04033811256152365,1,0.07654206571238223,Average
Michael Borgwardt,16883,0.21602259488932748,0.09050279329608937,0.051714869368885065,0.07746629574149369,1,0.10892663832394892,Average
ghostdog74,131527,0.21543877348129703,0.06927374301675977,0.027308891517041176,0.03712818317997004,1,0.087287397798767,Average
Daniel Vassallo,222908,0.21497838859953589,0.08044692737430167,0.05418772175034942,0.047613952493045154,1,0.09930674755430804,Average
Andy E,94197,0.21495370129428204,0.09608938547486033,0.05074723148048597,0.04814894072330409,1,0.10248481474323312,Average
karim79,70393,0.2131308440522944,0.07486033519553072,0.044081281582625524,0.04354804194307726,1,0.09390512569338198,Average
ImportanceOfBeingErnest,4124317,0.21276520504475074,0.06815642458100558,0.07848618428126009,0.08249518510592767,1,0.11047574975323603,Average
Vinko Vrsalovic,5190,0.21273985051503058,0.061452513966480445,0.03558757122890011,0.03980312433126471,1,0.08739576501041896,Average
Michael Burr,12711,0.2126110761930307,0.05810055865921787,0.05838081926674551,0.08260218275197946,1,0.10292365921774338,Average
Tomasz Nurkiewicz,605744,0.21254969154212924,0.08044692737430167,0.07569078593699602,0.07254440402311149,1,0.11030795221913461,Average
Alnitak,6782,0.21173434324428556,0.08044692737430167,0.044081281582625524,0.05360582067194522,1,0.0974670932182895,Average
Tomalak,18771,0.21083292299028655,0.0759776536312849,0.05773572734114611,0.06772950995078109,1,0.10306895347837466,Average
jcalz,2887218,0.21082424907222438,0.03240223463687151,0.04752177185248898,0.04793494543120051,1,0.08467080024819634,Average
Rory McCrossan,519413,0.20969130192841215,0.04581005586592178,0.03354478013116869,0.03755617376417719,1,0.08165057792241995,Average
Tim Pietzcker,20670,0.20944442887587358,0.0659217877094972,0.05494032899688205,0.06098865824951851,1,0.09782380095794284,Average
Brian Campbell,69755,0.20808796153584397,0.0659217877094972,0.03838296957316417,0.03659319494971111,1,0.0872464784420541,Average
Joan Venge,51816,0.20716652454785536,0.2525139664804469,0.05257499193635093,0.07607532634282047,1,0.1470827023268684,Average
OMG Ponies,135152,0.20710046932568962,0.09497206703910614,0.05655305881088055,0.05424780654825594,1,0.10321835043098306,Average
zero323,1560062,0.20540638640570183,0.1206703910614525,0.10450489194710247,0.10228974962550824,1,0.13321785475994125,Average
Aaron Digulla,34088,0.20451897786549555,0.12402234636871508,0.06622943769487152,0.0896640273913974,1,0.12110869733011988,Average
assylias,829571,0.20450496615170283,0.09385474860335195,0.07203526502526611,0.08602610742563664,1,0.11410527180148938,Average
Craig Ringer,398670,0.20397185380311275,0.09385474860335195,0.07880873024405978,0.08763107211641344,1,0.11606660119173448,Average
Jakub Narębski,46058,0.20291296857506208,0.07486033519553072,0.023653370605311252,0.02493045153006634,1,0.0815892814764926,Average
Niet the Dark Absol,507674,0.2015798540913537,0.09608938547486033,0.0505322008386195,0.0644125829231757,1,0.1031535058320023,Average
Tim Down,96100,0.2015364845010429,0.08491620111731843,0.04848940974088807,0.058206719452172054,1,0.09828720370285536,Average
camickr,131872,0.2009026212580384,0.02346368715083799,0.017632512633050205,0.031136315001069975,1,0.06828378401074914,Average
BENY,7964527,0.2004415691518109,0.024581005586592177,0.017847543274916673,0.026535416220843145,1,0.06735138355854073,Average
user113716,113716,0.199813043704537,0.07150837988826815,0.04773680249435544,0.04697196661673443,1,0.09150754817597376,Average
Greg,24181,0.1996822677091382,0.061452513966480445,0.03956563810342974,0.03595120907340039,1,0.08416290721311219,Average
AnT stands with Russia,187690,0.19957484457006058,0.049162011173184354,0.057843242662079346,0.0847421356730152,1,0.09783055851958487,Average
SilentGhost,12855,0.1993413160068484,0.07486033519553072,0.03246962692183636,0.031243312647121768,1,0.08447864769283431,Average
Doug Stevenson,807126,0.19817767653758542,0.041340782122905026,0.048166863778088376,0.0505028889364434,1,0.08454705284375555,Average
ThiefMaster,298479,0.19777867630672577,0.09497206703910614,0.06429416191807333,0.06912047934945431,1,0.10654134615333988,Average
rmaddy,1226963,0.19745240354269503,0.049162011173184354,0.057843242662079346,0.06302161352450246,1,0.0918698177256153,Average
adeneo,965051,0.19717216926684042,0.03240223463687151,0.04300612837329319,0.041729081960196875,1,0.0785774035593005,Average
larsks,147356,0.1968398914826128,0.055865921787709494,0.050102139554886564,0.05157286539696127,1,0.08859520455554253,Average
Gordon,208809,0.19638818051891382,0.08491620111731843,0.057843242662079346,0.060346672373207795,1,0.09987357416787986,Average
Mureinik,2422776,0.1952845912516197,0.06033519553072625,0.04257606708956026,0.04333404665097368,1,0.08538247513071998,Average
John Feminella,75170,0.19345773066283414,0.054748603351955305,0.03634017847543274,0.03851915257864327,1,0.08076641626721637,Average
Drew Noakes,24874,0.19338900654280314,0.19441340782122904,0.0746156327276637,0.08217419216777232,1,0.13614805981486705,Average
Vlad from Moscow,2877241,0.1933002656887825,0.030167597765363124,0.0208579722610472,0.03819815964048791,1,0.07063099883892018,Average
JohnnyHK,1259510,0.19304405149371542,0.07821229050279328,0.06687452962047091,0.051037877166702335,1,0.09729218719592049,Average
Barry,2069064,0.19268241583296972,0.036871508379888264,0.07848618428126009,0.11748341536486198,1,0.10638088096474502,Average
mgilson,748858,0.19252695253231702,0.07821229050279328,0.06966992796473498,0.07714530280333833,1,0.1043886184507959,Average
user207421,207421,0.1923441330285452,0.05027932960893854,0.03375981077303516,0.05253584421142735,1,0.08222977940548656,Average
Alasdair,113962,0.1912638966175723,0.0659217877094972,0.06397161595527363,0.056922747699550615,1,0.09452001199547344,Average
Mark Ransom,5987,0.19111977613284706,0.05027932960893854,0.04440382754542522,0.07040445110207576,1,0.08905184609732165,Average
duffymo,37213,0.1908542207952515,0.05139664804469273,0.0394581227824965,0.06098865824951851,1,0.0856744124679898,Average
Joachim Sauer,40342,0.1906327022724331,0.0659217877094972,0.059993549080744,0.06655253584421143,1,0.09577514372672144,Average
John La Rooy,174728,0.18859900209908817,0.06033519553072625,0.03967315342436297,0.05478279477851487,1,0.08584753645817307,Average
Mark Harrison,116,0.1885542980598447,0.14748603351955306,0.03709278572196538,0.05307083244168628,1,0.10655098743576236,Average
Phrogz,405017,0.1874346954053589,0.12849162011173182,0.07106762713686701,0.08089022041515087,1,0.11697104076727714,Average
Matthieu M.,147192,0.1868889057919087,0.06480446927374302,0.052467476615417695,0.08046222983094373,1,0.09615577037800327,Average
manojlds,526535,0.1868428673037326,0.07374301675977653,0.0508547468014192,0.045367001925957634,1,0.0892019081977215,Average
Paul Dixon,6521,0.18581000382986845,0.06033519553072625,0.03279217288463606,0.03712818317997004,1,0.07901638885630019,Average
Mitch Wheat,16076,0.18555045351246977,0.049162011173184354,0.05074723148048597,0.05884870532848278,1,0.08607710037365572,Average
Rob Napier,97337,0.18536830123316428,0.041340782122905026,0.05203741533168476,0.07040445110207576,1,0.08728773744745746,Average
Holger,2711488,0.18519949344318518,0.048044692737430165,0.0508547468014192,0.08880804622298309,1,0.09322674480125441,Average
Sean Patrick Floyd,342852,0.18485654006749644,0.08044692737430167,0.05063971615955273,0.06377059704686497,1,0.09492844516205395,Average
Blender,464744,0.18458965028096824,0.061452513966480445,0.04870444038275454,0.05467579713246309,1,0.08735560044066656,Average
Charles Duffy,14122,0.1841793072341811,0.048044692737430165,0.04644661864315665,0.05307083244168628,1,0.08293536276411356,Average
Daniel C. Sobral,53013,0.18295761923634826,0.09832402234636871,0.05365014514568325,0.0734003851915258,1,0.1020830429799815,Average
Remus Rusanu,105929,0.18153576389861925,0.04692737430167598,0.04827437909902161,0.06216563235608817,1,0.08472578741385126,Average
piRSquared,2336654,0.18150306989976955,0.0759776536312849,0.05375766046661649,0.06997646051786861,1,0.09530371112888489,Average
Thomas Levesque,98713,0.18027737855513876,0.08156424581005586,0.06773465218793678,0.08206719452172052,1,0.10291086776871299,Average
fedorqui,1983854,0.1802720407594082,0.12625698324022344,0.0628964627459413,0.0684784934731436,1,0.10947599505467914,Average
Sweeper,5133585,0.1799210806901236,0.025698324022346366,0.027093860875174708,0.047078964262786224,1,0.06994805746260772,Average
Oriol,1529630,0.1783390914804777,0.07932960893854749,0.04827437909902161,0.0570297453456024,1,0.0907432062159123,Average
Pablo Fernandez,6068,0.17753842212089307,0.15754189944134078,0.04257606708956026,0.06965546757971325,1,0.11182796405787684,Average
phihag,35070,0.1773996394318984,0.08379888268156424,0.04999462423395334,0.0521078536272202,1,0.09082524999365904,Average
Joe Kington,325565,0.17555142766019058,0.08156424581005586,0.06569186109020536,0.0505028889364434,1,0.0933276058742238,Average
