user_id,display_name,reputation,gold_badges,silver_badges,bronze_badges,days_since_last_access,quality_score,kmeans_level,hierarchical_level,gmm_level,knn_level,rf_level,gmm_confidence,rf_confidence
190597,unutbu,886881,197,1851,1719,932,0.26504785687311533,Weak,Weak,Strong,Weak,Weak,1.0,0.58
2901002,jezrael,868067,103,1442,1338,8,0.19518032288879833,Weak,Weak,Strong,Weak,Weak,1.0,1.0
61974,Mark Byers,844044,202,1623,1473,36,0.22176948264911336,Weak,Weak,Strong,Weak,Weak,1.0,1.0
5445,Christian C. Salvad&#243;,831582,185,929,845,10,0.18711821207183355,Weak,Weak,Strong,Weak,Weak,1.0,1.0
218196,Felix Kling,820380,181,1114,1172,421,0.20878397950508285,Weak,Weak,Strong,Weak,Weak,1.0,1.0
20862,Ignacio Vazquez-Abrams,804192,160,1369,1386,2583,0.2807925438894501,Average,Average,Strong,Average,Average,1.0,0.8793303571428572
19563,Lara Bailey,802548,110,651,667,47,0.15787443498462797,Weak,Weak,Strong,Weak,Weak,1.0,0.9999295774647888
548225,anubhava,790817,67,605,672,5,0.14448139557460032,Weak,Weak,Strong,Weak,Weak,1.0,0.9999295774647888
1491895,Barmar,789234,57,555,669,5,0.14089616364009144,Weak,Weak,Strong,Weak,Weak,1.0,0.9999295774647888
13302,marc_s,760361,186,1389,1503,5,0.20165078777243645,Weak,Weak,Strong,Weak,Weak,1.0,1.0
15168,Jonathan Leffler,760102,145,962,1335,5,0.1796772850568585,Weak,Weak,Strong,Weak,Weak,1.0,1.0
23283,JaredPar,759897,152,1264,1466,596,0.20931812095228497,Weak,Weak,Strong,Weak,Weak,1.0,1.0
335858,Sergey Kalinichenko,729317,85,1159,1574,11,0.17170288470230716,Weak,Weak,Strong,Weak,Weak,1.0,1.0
106224,BoltClock,728800,165,1429,1389,83,0.1936490725421091,Weak,Weak,Strong,Weak,Weak,1.0,1.0
139985,Stephen C,723688,96,850,1275,5,0.1601759871016226,Weak,Weak,Strong,Weak,Weak,1.0,1.0
816620,jfriend00,711309,105,1050,1029,17,0.15995343617902422,Weak,Weak,Strong,Weak,Weak,1.0,1.0
69083,Guffa,703255,113,760,1025,21,0.15447218096663923,Weak,Weak,Strong,Weak,Weak,1.0,1.0
571407,JB Nizet,694452,94,1263,1277,1984,0.2277265675019604,Average,Average,Strong,Average,Average,1.0,0.9455525793650794
1048572,Bergi,670998,162,1037,1491,5,0.17653675033983246,Weak,Weak,Strong,Weak,Weak,1.0,1.0
939860,Erwin Brandstetter,669612,160,1165,1329,5,0.1751905368272796,Weak,Weak,Strong,Weak,Weak,1.0,1.0
88656,Eric Lippert,663658,185,1265,2091,8,0.1985348111823078,Weak,Weak,Strong,Weak,Weak,1.0,1.0
217408,G&#252;nter Z&#246;chbauer,661776,235,2067,1609,7,0.2163559148510934,Weak,Weak,Strong,Weak,Weak,1.0,1.0
53114,Gumbo,657569,112,793,852,3026,0.24078413923499947,Strong,Average,Strong,Average,Strong,1.0,0.8737777777777778
13249,Nick Craver,631420,138,1307,1160,459,0.17906181928531076,Weak,Weak,Strong,Weak,Weak,1.0,1.0
3832970,Wiktor Stribiżew,631195,41,504,634,9,0.11451289455495743,Weak,Weak,Strong,Weak,Weak,1.0,1.0
18393,cletus,627076,169,922,945,641,0.17832149770210984,Weak,Weak,Strong,Weak,Weak,1.0,1.0
505088,David Heffernan,616465,46,1128,1538,5,0.14630036897983562,Weak,Weak,Strong,Weak,Weak,1.0,1.0
65863,Remy Lebeau,610672,36,517,874,5,0.11594502622792993,Weak,Weak,Strong,Weak,Weak,1.0,1.0
279627,Sven Marnach,608172,123,969,866,14,0.1448873397369582,Weak,Weak,Strong,Weak,Weak,1.0,1.0
209103,Frank van Puffelen,603664,85,896,869,5,0.13400222876701345,Weak,Weak,Strong,Weak,Weak,1.0,1.0
104349,Daniel Roseman,601893,68,911,924,11,0.1316574660364373,Weak,Weak,Strong,Weak,Weak,1.0,1.0
9951,Bite code,600921,118,310,336,695,0.13896078699106465,Weak,Weak,Strong,Weak,Weak,1.0,0.9981884057971014
203907,Bozho,599182,147,1074,1153,89,0.15983692010597325,Weak,Weak,Strong,Weak,Weak,1.0,1.0
70604,Pascal Thivent,572020,140,1071,1134,41,0.15264949755680512,Weak,Weak,Strong,Weak,Weak,1.0,1.0
20860,Bill Karwin,567772,87,712,874,5,0.12580998586798878,Weak,Weak,Strong,Weak,Weak,1.0,0.9999295774647888
65358,Reed Copsey,566797,80,1187,1393,459,0.15988303869677176,Weak,Weak,Strong,Weak,Weak,1.0,1.0
1968,Konrad Rudolph,549705,142,968,1257,5,0.14939034389403072,Weak,Weak,Strong,Weak,Weak,1.0,1.0
9021,nickf,547942,199,660,727,60,0.1456780153500644,Weak,Weak,Strong,Weak,Weak,1.0,0.9999295774647888
1187415,Martin R,541517,98,1280,1436,5,0.14900476662823509,Weak,Weak,Strong,Weak,Weak,1.0,1.0
341994,matt,540264,97,949,1262,5,0.13777306416144214,Weak,Weak,Strong,Weak,Weak,1.0,1.0
1126841,chepner,538731,77,596,749,6,0.11456250105218349,Weak,Weak,Strong,Weak,Weak,1.0,0.9999295774647888
18936,bobince,538187,111,675,846,16,0.1261803867768419,Weak,Weak,Strong,Weak,Weak,1.0,0.9999295774647888
57695,Peter Lawrey,535155,83,771,1153,48,0.12917104578355015,Weak,Weak,Strong,Weak,Weak,1.0,1.0
12950,tvanfosson,534299,102,703,801,8,0.12303491244678089,Weak,Weak,Strong,Weak,Weak,1.0,0.9999295774647888
148870,Amber,531843,89,643,558,22,0.1137573795776899,Weak,Weak,Strong,Weak,Weak,1.0,0.9999295774647888
224671,kennytm,526297,111,1099,1015,791,0.1619894400445972,Weak,Weak,Strong,Weak,Weak,1.0,1.0
1863229,Tim Biegeleisen,526151,32,324,399,5,0.08945740789280886,Weak,Weak,Strong,Weak,Weak,1.0,0.999093795093795
476,deceze,524944,89,807,955,5,0.12431788831734585,Weak,Weak,Strong,Weak,Weak,1.0,1.0
3681880,Suragch,516546,340,1425,1438,69,0.2049480649221458,Weak,Weak,Strong,Weak,Weak,1.0,1.0
34509,Johannes Schaub - litb,510084,132,928,1226,5,0.1403449789335184,Weak,Weak,Strong,Weak,Weak,1.0,1.0
87234,GManNickG,506443,56,505,551,5,0.09933538748573739,Weak,Weak,Strong,Weak,Weak,1.0,0.9999295774647888
367273,NPE,503359,114,971,1030,13,0.13241011407585065,Weak,Weak,Strong,Weak,Weak,1.0,1.0
119963,Cascabel,502159,76,385,319,18,0.09610160819992082,Weak,Weak,Strong,Weak,Weak,1.0,0.9981884057971014
1583,Oded,500880,102,901,1026,103,0.1306708891435747,Weak,Weak,Strong,Weak,Weak,1.0,1.0
1256452,torek,500327,71,767,894,5,0.11484503516185071,Weak,Weak,Strong,Weak,Weak,1.0,1.0
179910,Jerry Coffin,494770,83,658,1154,5,0.12000508973414056,Weak,Weak,Strong,Weak,Weak,1.0,1.0
31671,alex,492354,205,891,992,185,0.15421667055551247,Weak,Weak,Strong,Weak,Weak,1.0,1.0
16417,Paolo Bergantino,490160,83,525,437,13,0.10144111317899548,Weak,Weak,Strong,Weak,Weak,1.0,1.0
734069,Nicol Bolas,482092,66,864,1071,5,0.11716786299376358,Weak,Weak,Strong,Weak,Weak,1.0,1.0
67579,willeM_ Van Onsem,482068,33,484,624,18,0.09246728806550274,Weak,Weak,Strong,Weak,Weak,1.0,0.99
596781,Kerrek SB,480854,96,905,1106,589,0.14392110797648733,Weak,Weak,Strong,Weak,Weak,1.0,1.0
771848,alecxe,476003,127,1129,1234,6,0.13920485902356075,Weak,Weak,Strong,Weak,Weak,1.0,1.0
922184,Mysticial,473073,46,343,337,926,0.11389257477174078,Average,Weak,Strong,Weak,Average,1.0,0.9236288534412251
223092,Mark Longair,472699,77,428,330,70,0.09520854540529326,Weak,Weak,Strong,Weak,Weak,1.0,0.9981884057971014
284240,Tim Schmelter,461913,79,721,981,5,0.11237921061792555,Weak,Weak,Strong,Weak,Weak,1.0,1.0
95592,Matthew Rankin,461357,39,130,166,7,0.07328118412635094,Weak,Weak,Strong,Weak,Weak,1.0,0.9957878384376387
263693,Stephen Cleary,460774,78,723,859,5,0.10943601676205658,Weak,Weak,Strong,Weak,Weak,1.0,0.9999295774647888
73226,Martin Smith,457339,97,778,887,5,0.11500529895771587,Weak,Weak,Strong,Weak,Weak,1.0,1.0
227665,codaddict,457206,83,503,538,713,0.12100711375661835,Weak,Weak,Strong,Weak,Weak,1.0,0.9999295774647888
45375,mklement0,453841,68,730,992,5,0.10927286527983224,Weak,Weak,Strong,Weak,Weak,1.0,1.0
187606,Pekka,451163,150,990,1099,588,0.153672176710189,Weak,Weak,Strong,Weak,Weak,1.0,1.0
1271826,Rob,441442,74,852,1124,5,0.11440717585769371,Weak,Weak,Strong,Weak,Weak,1.0,1.0
155423,Shepmaster,440307,116,1267,1517,12,0.14119772996682406,Weak,Weak,Strong,Weak,Weak,1.0,1.0
50079,Jon,439412,85,757,820,15,0.10836435328466258,Weak,Weak,Strong,Weak,Weak,1.0,1.0
479863,mu is too short,436490,71,863,822,5,0.10684984156932256,Weak,Weak,Strong,Weak,Weak,1.0,1.0
27535,gbn,434668,85,602,690,668,0.12239601101406476,Weak,Weak,Strong,Weak,Weak,1.0,0.9999295774647888
55159,Quassnoi,427626,94,629,624,5,0.10153782703657277,Weak,Weak,Strong,Weak,Weak,1.0,0.9999295774647888
256196,Bohemian,427614,103,605,751,12,0.1059718181369681,Weak,Weak,Strong,Weak,Weak,1.0,0.9999295774647888
33708,Mehrdad Afshari,424044,93,864,796,381,0.1215352988720686,Weak,Weak,Strong,Weak,Weak,1.0,1.0
1705598,icza,423239,78,1016,906,6,0.11176516017089433,Weak,Weak,Strong,Weak,Weak,1.0,1.0
276052,aioobe,422720,115,831,844,6,0.11465922101029949,Weak,Weak,Strong,Weak,Weak,1.0,1.0
3043,Joel Coehoorn,418615,114,582,820,5,0.10798829255484436,Weak,Weak,Strong,Weak,Weak,1.0,0.9999295774647888
4279,jfs,417407,211,1040,1744,5,0.15912463716526698,Weak,Weak,Strong,Weak,Weak,1.0,1.0
182668,Pointy,415247,62,600,633,35,0.09325873555345757,Weak,Weak,Strong,Weak,Weak,1.0,0.9999295774647888
28804,mipadi,413994,91,538,489,5,0.09420259990576094,Weak,Weak,Strong,Weak,Weak,1.0,1.0
440558,Some programmer dude,411643,36,422,658,5,0.08272053315930032,Weak,Weak,Strong,Weak,Weak,1.0,1.0
1288,Bill the Lizard,407558,213,579,892,5,0.13011195430854194,Weak,Weak,Strong,Weak,Weak,1.0,1.0
4909087,coldspeed95,406627,106,745,798,23,0.10820784785975164,Weak,Weak,Strong,Weak,Weak,1.0,1.0
104891,CrazyCoder,405208,183,1025,945,6,0.1338508116681711,Weak,Weak,Strong,Weak,Weak,1.0,1.0
21234,skaffman,404655,96,826,775,5,0.1063868243232381,Weak,Weak,Strong,Weak,Weak,1.0,1.0
9530,Adam Rosenfield,402726,103,525,600,7,0.0975399585980575,Weak,Weak,Strong,Weak,Weak,1.0,0.9999295774647888
28169,unwind,401987,64,492,620,7,0.08844464848910047,Weak,Weak,Strong,Weak,Weak,1.0,0.9999295774647888
138475,Pascal MARTIN,401968,82,665,666,29,0.09786894740730466,Weak,Weak,Strong,Weak,Weak,1.0,0.9999295774647888
85371,sehe,400848,49,475,675,5,0.08568847786794358,Weak,Weak,Strong,Weak,Weak,1.0,0.9999295774647888
541136,Aaron Hall,400620,93,417,342,9,0.08724452090876807,Weak,Weak,Strong,Weak,Weak,1.0,0.9981884057971014
704848,EdChum,396850,204,837,583,1888,0.1855276347464378,Average,Average,Strong,Average,Average,1.0,0.9790671992481202
1221571,Eran,395154,57,726,793,7,0.09470240929643813,Weak,Weak,Strong,Weak,Weak,1.0,0.9999295774647888
267,Lasse V. Karlsen,394124,108,652,845,47,0.10675602978745888,Weak,Weak,Strong,Weak,Weak,1.0,0.9999295774647888
895245,Ciro Santilli OurBigBook.com,393710,121,1346,1105,5,0.12875630016170764,Weak,Weak,Strong,Weak,Weak,1.0,1.0
10661,S.Lott,392994,83,522,792,295,0.10498087737391912,Weak,Weak,Strong,Weak,Weak,1.0,0.9999295774647888
216074,poke,392071,80,596,632,5,0.09312629735197941,Weak,Weak,Strong,Weak,Weak,1.0,0.9999295774647888
589924,ikegami,391898,17,292,558,5,0.07090450242063491,Weak,Weak,Strong,Weak,Weak,1.0,1.0
3962914,Ronak Shah,390869,20,173,237,14,0.06229586135356726,Weak,Weak,Strong,Weak,Weak,1.0,0.9993535353535353
7432,Bryan Oakley,388940,53,586,741,5,0.08879247988015936,Weak,Weak,Strong,Weak,Weak,1.0,0.9999295774647888
114251,Arun P Johny,388767,68,533,532,80,0.08889582005889902,Weak,Weak,Strong,Weak,Weak,1.0,0.9999295774647888
1447675,Nina Scholz,387920,26,367,417,5,0.07098022801492596,Weak,Weak,Strong,Weak,Weak,1.0,0.9943535353535353
77567,rob mayoff,387515,69,842,887,5,0.10080685559816513,Weak,Weak,Strong,Weak,Weak,1.0,1.0
560648,Lightness Races in Orbit,387052,77,674,1095,1803,0.16058696008317475,Average,Average,Strong,Average,Average,1.0,0.9952894214703424
276101,polygenelubricants,385282,129,569,627,2422,0.17939576586354566,Average,Average,Strong,Average,Average,1.0,0.9853598440055537
263525,Denys S&#233;guret,384065,90,813,780,19,0.10257137483069274,Weak,Weak,Strong,Weak,Weak,1.0,1.0
139459,Sarfraz,383564,81,561,614,1578,0.14113243470619374,Average,Average,Strong,Average,Average,1.0,0.9749894736351833
224132,Peter Cordes,378797,50,751,1026,5,0.0964154286820776,Weak,Weak,Strong,Weak,Weak,1.0,1.0
14343,Ned Batchelder,378471,77,583,675,5,0.09128169566375406,Weak,Weak,Strong,Weak,Weak,1.0,0.9999295774647888
1240268,Andy Hayden,378403,110,640,546,2084,0.16326957637725387,Average,Average,Strong,Average,Average,1.0,0.9853598440055537
501557,templatetypedef,375939,113,954,1106,6,0.116221161632281,Weak,Weak,Strong,Weak,Weak,1.0,1.0
3597276,Michael Benjamin,375906,110,617,739,10,0.10057349422997605,Weak,Weak,Strong,Weak,Weak,1.0,0.9999295774647888
9515207,CertainPerformance,373595,55,354,359,268,0.08239749717367123,Weak,Weak,Strong,Weak,Weak,1.0,1.0
149392,sepp2k,371914,56,687,687,5,0.08820707309438927,Weak,Weak,Strong,Weak,Weak,1.0,0.9999295774647888
2225682,falsetru,371468,69,770,660,5,0.0922595516437664,Weak,Weak,Strong,Weak,Weak,1.0,0.9925
2988,J&#246;rg W Mittag,371114,79,457,666,6,0.08787670890583264,Weak,Weak,Strong,Weak,Weak,1.0,0.9999295774647888
2016562,Gabriele Mariotti,370407,114,1021,939,12,0.11376432287986,Weak,Weak,Strong,Weak,Weak,1.0,1.0
143305,Dirk is no longer here,369990,60,669,742,717,0.11229121894684972,Weak,Weak,Strong,Weak,Weak,1.0,0.9999295774647888
674039,wim,368841,114,682,822,5,0.1035393119146023,Weak,Weak,Strong,Weak,Weak,1.0,0.9999295774647888
908494,abarnert,368042,54,627,692,684,0.10766726168376695,Weak,Weak,Strong,Weak,Weak,1.0,0.9999295774647888
166749,Fred Foo,365400,80,765,852,3568,0.21129016890778515,Strong,Strong,Strong,Strong,Strong,1.0,0.9837777777777778
413501,Ladislav Mrnka,365029,60,666,673,561,0.10512392164596493,Weak,Weak,Strong,Weak,Weak,1.0,0.9999295774647888
215945,Mark Rajcok,365015,114,501,495,91,0.09487572570552011,Weak,Weak,Strong,Weak,Weak,1.0,1.0
68587,John Kugelman,364780,70,555,600,5,0.08568340533201647,Weak,Weak,Strong,Weak,Weak,1.0,0.9999295774647888
26428,Dennis Williamson,364200,96,387,446,26,0.08517627863465667,Weak,Weak,Strong,Weak,Weak,1.0,1.0
171456,Carol Skelly,364124,92,741,651,155,0.10037628221753561,Weak,Weak,Strong,Weak,Weak,1.0,0.9925
415784,Sarfaraz Nawaz,363621,121,682,867,16,0.10571999397353307,Weak,Weak,Strong,Weak,Weak,1.0,0.9999295774647888
118068,Marc B,361605,44,433,508,3373,0.18203334684542938,Strong,Strong,Strong,Strong,Strong,1.0,0.962857142857143
139010,Matt Ball,361054,102,656,725,12,0.0974065308682083,Weak,Weak,Strong,Weak,Weak,1.0,0.9999295774647888
4883,readonly,358584,109,207,207,880,0.10552265644574657,Weak,Weak,Strong,Weak,Weak,1.0,0.6031314906505909
5459839,trincot,357371,38,282,340,5,0.06610966001134848,Weak,Weak,Strong,Weak,Weak,1.0,0.9984747071245073
151292,James McNellis,357121,76,934,983,780,0.1270097074286946,Weak,Weak,Strong,Weak,Weak,1.0,1.0
73070,Joey,356964,88,705,700,153,0.09873778505788636,Weak,Weak,Strong,Weak,Weak,1.0,0.9999295774647888
487339,DSM,355328,67,606,504,7,0.08285763820461949,Weak,Weak,Strong,Weak,Weak,1.0,1.0
34211,Andrew Hare,353238,75,649,642,16,0.0885306108473436,Weak,Weak,Strong,Weak,Weak,1.0,0.9999295774647888
938089,Rob W,350536,87,811,683,1934,0.1562466925201919,Average,Average,Strong,Average,Average,1.0,0.9724190510999721
3153,Brian R. Bondy,349572,129,607,641,1598,0.14952599707749764,Average,Average,Strong,Average,Average,1.0,0.9853598440055537
642706,Basil Bourque,347956,130,952,1314,5,0.12066213001508534,Weak,Weak,Strong,Weak,Weak,1.0,1.0
992484,MadProgrammer,347655,22,243,379,140,0.06552959529066951,Weak,Weak,Strong,Weak,Weak,1.0,0.9993535353535353
16883,Michael Borgwardt,347392,81,491,726,81,0.08955976730195944,Weak,Weak,Strong,Weak,Weak,1.0,0.9999295774647888
131527,ghostdog74,346517,62,264,349,4083,0.19959921020400961,Strong,Strong,Strong,Strong,Strong,1.0,0.9554248827508439
222908,Daniel Vassallo,345827,72,514,447,130,0.08342312278489433,Weak,Weak,Strong,Weak,Weak,1.0,1.0
94197,Andy E,345790,86,482,452,5,0.0819878517945865,Weak,Weak,Strong,Weak,Weak,1.0,1.0
70393,karim79,343058,67,420,409,214,0.08177485632240647,Weak,Weak,Strong,Weak,Weak,1.0,1.0
4124317,ImportanceOfBeingErnest,342510,61,740,773,1715,0.14279587426559598,Average,Average,Strong,Average,Average,1.0,0.9837100563909773
5190,Vinko Vrsalovic,342472,55,341,374,244,0.07752202171398354,Weak,Weak,Strong,Weak,Weak,1.0,1.0
12711,Michael Burr,342279,52,553,774,6,0.08237074917212629,Weak,Weak,Strong,Weak,Weak,1.0,0.9999295774647888
605744,Tomasz Nurkiewicz,342187,72,714,680,7,0.08831000537117085,Weak,Weak,Strong,Weak,Weak,1.0,0.9999295774647888
6782,Alnitak,340965,72,420,503,7,0.07803731817049477,Weak,Weak,Strong,Weak,Weak,1.0,1.0
18771,Tomalak,339614,68,547,635,7,0.08251880637856289,Weak,Weak,Strong,Weak,Weak,1.0,0.9999295774647888
2887218,jcalz,339601,29,452,450,5,0.06773664019855707,Weak,Weak,Strong,Weak,Weak,1.0,0.999093795093795
519413,Rory McCrossan,337903,41,322,353,5,0.06532046233793595,Weak,Weak,Strong,Weak,Weak,1.0,0.9997402597402598
20670,Tim Pietzcker,337533,59,521,572,7,0.07832268436221743,Weak,Weak,Strong,Weak,Weak,1.0,0.9999295774647888
69755,Brian Campbell,335500,59,367,344,5,0.06979718275364329,Weak,Weak,Strong,Weak,Weak,1.0,0.9981884057971014
51816,Joan Venge,334119,226,499,713,17,0.11804802343667371,Weak,Weak,Strong,Weak,Weak,1.0,1.0
135152,OMG Ponies,334020,85,536,509,1373,0.12610689991519217,Average,Average,Strong,Average,Average,1.0,0.994919051099972
1560062,zero323,331481,108,982,958,541,0.12363076749928155,Weak,Weak,Strong,Weak,Weak,1.0,1.0
34088,Aaron Digulla,330151,111,626,840,8,0.09698242325789065,Weak,Weak,Strong,Weak,Weak,1.0,0.9999295774647888
829571,assylias,330130,84,680,806,5,0.0912842174411915,Weak,Weak,Strong,Weak,Weak,1.0,0.9999295774647888
398670,Craig Ringer,329331,84,743,821,6,0.09288510275131917,Weak,Weak,Strong,Weak,Weak,1.0,1.0
46058,Jakub Narębski,327744,67,230,235,5,0.06527142518119408,Weak,Weak,Strong,Weak,Weak,1.0,0.9974308300395256
507674,Niet the Dark Absol,325746,86,480,604,1076,0.1166039502503274,Average,Average,Strong,Average,Average,1.0,0.9849894736351833
96100,Tim Down,325681,76,461,546,39,0.07971170409195812,Weak,Weak,Strong,Weak,Weak,1.0,0.9999295774647888
131872,camickr,324731,21,174,293,5,0.05462702720859931,Weak,Weak,Strong,Weak,Weak,1.0,0.9993535353535353
7964527,BENY,324040,22,176,250,735,0.07711101933688827,Weak,Average,Strong,Weak,Weak,1.0,0.9993535353535353
113716,user113716,323098,64,454,441,5209,0.23880667497673763,Strong,Strong,Strong,Strong,Strong,1.0,0.9541481481481482
24181,Greg,322902,55,378,338,1226,0.10618474104495276,Average,Average,Strong,Average,Average,1.0,0.9751704830754215
187690,AnT stands with Russia,322741,44,548,794,1006,0.11011806654518261,Average,Average,Strong,Average,Average,1.0,0.9768796992481202
12855,SilentGhost,322391,67,312,294,2489,0.14662826421631997,Average,Average,Strong,Average,Average,1.0,0.978285583187964
807126,Doug Stevenson,320647,37,458,474,5,0.06763764227500443,Weak,Weak,Strong,Weak,Weak,0.9999999999999991,0.999093795093795
298479,ThiefMaster,320049,85,608,648,7,0.08529672051853507,Weak,Weak,Strong,Weak,Weak,1.0,0.9999295774647888
1226963,rmaddy,319560,44,548,591,1176,0.11075917955837608,Average,Average,Strong,Average,Average,1.0,0.9768796992481202
965051,adeneo,319140,29,410,392,86,0.06543948847989864,Weak,Weak,Strong,Weak,Weak,1.0,0.999093795093795
147356,larsks,318642,50,476,484,5,0.07087616364443403,Weak,Weak,Strong,Weak,Weak,0.9999999999999973,1.0
208809,Gordon,317965,76,548,566,23,0.08047165169707238,Weak,Weak,Strong,Weak,Weak,1.0,0.9999295774647888
2422776,Mureinik,316311,54,406,407,5,0.06830598010457598,Weak,Weak,Strong,Weak,Weak,0.9999999999999982,1.0
75170,John Feminella,313573,49,348,362,5,0.0646131330137731,Weak,Weak,Strong,Weak,Weak,0.9999999999999991,1.0
24874,Drew Noakes,313470,174,704,770,13,0.1091730222353463,Weak,Weak,Strong,Weak,Weak,1.0,0.9999295774647888
2877241,Vlad from Moscow,313337,27,204,359,5,0.05650479907113615,Weak,Weak,Strong,Weak,Weak,1.0,0.9993535353535353
1259510,JohnnyHK,312953,70,632,479,5,0.07783374975673639,Weak,Weak,Strong,Weak,Weak,1.0,1.0
2069064,Barry,312411,33,740,1100,10,0.08526381376145394,Weak,Weak,Strong,Weak,Weak,1.0,1.0
748858,mgilson,312178,70,658,723,12,0.0837336473461578,Weak,Weak,Strong,Weak,Weak,1.0,0.9999295774647888
207421,user207421,311904,45,324,493,6,0.06581564532232084,Weak,Weak,Strong,Weak,Weak,1.0,1.0
113962,Alasdair,310285,59,605,534,26,0.076284267352942,Weak,Weak,Strong,Weak,Weak,1.0,0.9999295774647888
5987,Mark Ransom,310069,45,423,660,5,0.07124147687785733,Weak,Weak,Strong,Weak,Weak,1.0,0.9999295774647888
37213,duffymo,309671,46,377,572,5,0.06853952997439185,Weak,Weak,Strong,Weak,Weak,0.9999999999999991,0.9999295774647888
40342,Joachim Sauer,309339,59,568,624,5,0.07662011498137715,Weak,Weak,Strong,Weak,Weak,1.0,0.9999295774647888
174728,John La Rooy,306291,54,379,514,37,0.06969632670034911,Weak,Weak,Strong,Weak,Weak,0.9999999999999858,1.0
116,Mark Harrison,306224,132,355,498,5,0.08524078994860988,Weak,Weak,Strong,Weak,Weak,1.0,1.0
405017,Phrogz,304546,115,671,758,6,0.0936086544117533,Weak,Weak,Strong,Weak,Weak,1.0,0.9999295774647888
147192,Matthieu M.,303728,58,498,754,5,0.07692461630240262,Weak,Weak,Strong,Weak,Weak,1.0,0.9999295774647888
526535,manojlds,303659,66,483,426,6,0.07139334835610879,Weak,Weak,Strong,Weak,Weak,1.0,1.0
6521,Paul Dixon,302111,54,315,349,5,0.06321311108504016,Weak,Weak,Strong,Weak,Weak,0.9999999999999991,0.9981884057971014
16076,Mitch Wheat,301722,44,482,552,156,0.07366677178659363,Weak,Weak,Strong,Weak,Weak,1.0,0.99
97337,Rob Napier,301449,37,494,660,9,0.0699574771496923,Weak,Weak,Strong,Weak,Weak,1.0,1.0
2711488,Holger,301196,43,483,832,5,0.07458139584100353,Weak,Weak,Strong,Weak,Weak,1.0,1.0
342852,Sean Patrick Floyd,300682,72,481,598,50,0.0773747370365644,Weak,Weak,Strong,Weak,Weak,0.9999999999999929,0.9999295774647888
464744,Blender,300282,55,463,513,2123,0.13728304837162636,Average,Average,Strong,Average,Average,1.0,0.9827238367282871
14122,Charles Duffy,299667,43,442,498,5,0.06634829021129085,Weak,Weak,Strong,Weak,Weak,0.9999999999922107,1.0
53013,Daniel C. Sobral,297836,88,509,688,277,0.0903219634213758,Weak,Weak,Strong,Weak,Weak,1.0,0.9999295774647888
105929,Remus Rusanu,295705,42,459,583,110,0.07112191871389724,Weak,Weak,Strong,Weak,Weak,1.0,1.0
2336654,piRSquared,295656,68,510,656,194,0.08225728871217712,Weak,Weak,Strong,Weak,Weak,1.0,0.9999295774647888
98713,Thomas Levesque,293819,73,640,769,6,0.08236051601290198,Weak,Weak,Strong,Weak,Weak,1.0,0.9999295774647888
1983854,fedorqui,293811,113,595,642,9,0.08770808323546965,Weak,Weak,Strong,Weak,Weak,1.0,0.9999295774647888
5133585,Sweeper,293285,23,262,442,5,0.05595844597008618,Weak,Weak,Strong,Weak,Weak,1.0,0.9993535353535353
