display_name,user_id,reputation_scaled,gold_badges_scaled,silver_badges_scaled,bronze_badges_scaled,badge_score_scaled,weighted_badge_score_scaled,cluster,quality_score,candidate_level
Bohemian,256196,0.2695486760264915,0.11508379888268155,0.06397161595527363,0.08014123689278836,0.07366642776697041,0.07296123322120253,1,0.11256216479090132,Average
Mehrdad Afshari,33708,0.2671666846817273,0.10391061452513965,0.09181808407698097,0.08495613096511877,0.08871710863110474,0.09036872530128352,1,0.12115622469689248,Average
icza,1705598,0.26662956898633927,0.08715083798882681,0.10816041285883238,0.09672587203081533,0.10136172826865979,0.10242006597210883,1,0.12707474768426372,Average
aioobe,276052,0.2662832794883189,0.12849162011173182,0.08827007848618429,0.09009201797560454,0.09061124193713525,0.09193637937228519,1,0.12594743622854332,Average
Joel Coehoorn,3043,0.2635443230540732,0.12737430167597763,0.06149876357380927,0.08752407447036166,0.07658441691409851,0.07479016297070447,1,0.11521934044317082,Average
jfs,4279,0.26273831589875807,0.23575418994413405,0.11074078056122998,0.1863898994222127,0.15229855636326406,0.1443874718312159,1,0.1820515356701358,Average
Pointy,182668,0.2612971110515057,0.06927374301675977,0.06343403935060746,0.06751551465867751,0.06527080986997032,0.06476370880825631,1,0.09859248779262951,Average
mipadi,28804,0.26046107879520614,0.10167597765363127,0.056768089452747014,0.0521078536272202,0.05620968567625679,0.05885234658218753,1,0.0976791719645415,Average
Some programmer dude,440558,0.2588924340748866,0.04022346368715084,0.044296312224491985,0.07019045580997219,0.05610730009214703,0.05140598974492962,1,0.08685265927226304,Average
Bill the Lizard,1288,0.25616682212996733,0.23798882681564243,0.06117621761100957,0.09522790498609031,0.08518480597931812,0.08664554688265456,1,0.13706502073411372,Average
coldspeed95,4909087,0.25554563615182296,0.11843575418994412,0.07902376088592625,0.08517012625722234,0.08339305825739736,0.08393481171821418,1,0.11758385791008787,Average
CrazyCoder,104891,0.25459884463411414,0.20446927374301674,0.10912805074723148,0.10089878022683502,0.10919422545305622,0.11456938502237174,1,0.14880975997110424,Average
skaffman,21234,0.25422986950423887,0.10726256983240223,0.08773250188151811,0.08270918039803124,0.08585031227603154,0.08749469283778047,1,0.11754652112166708,Average
Adam Rosenfield,9530,0.25294279350870663,0.11508379888268155,0.05537039028061498,0.06398459233896854,0.06184089280229345,0.06280414121950423,1,0.10200443483879489,Average
unwind,28169,0.2524497146280958,0.07150837988826815,0.05182238468981829,0.06612454526000429,0.05917886761543975,0.05748064927006107,1,0.09309409022528121,Average
Pascal MARTIN,138475,0.2524370373632357,0.09162011173184356,0.07042253521126761,0.07104643697838647,0.071311559332446,0.07204676834645156,1,0.1048140748272718,Average
sehe,85371,0.2516897459609567,0.054748603351955305,0.04999462423395334,0.07200941579285255,0.060356301832701964,0.05669682223456024,1,0.09091591890116335,Average
Aaron Hall,541136,0.25153761878263564,0.10391061452513965,0.04375873561982582,0.03637919965760753,0.04259240298965906,0.04634377347398674,1,0.08742039084147574,Average
EdChum,704848,0.24902218254460728,0.22793296089385473,0.08891517041178368,0.06216563235608817,0.0821132384560254,0.09252424964891082,1,0.133778905718545,Average
Eran,1221571,0.24789056984972774,0.06368715083798882,0.07698096978819483,0.08463513802696342,0.07965598443739122,0.07772951435383259,1,0.10509655454901644,Average
Lasse V. Karlsen,267,0.24720332864941758,0.1206703910614525,0.06902483603913558,0.09019901562165633,0.0811405754069827,0.07959110356314707,1,0.1146382083902986,Average
Ciro Santilli OurBigBook.com,895245,0.24692709772036092,0.13519553072625698,0.14364046876679926,0.1180184035951209,0.13064400532405038,0.1346876122668931,1,0.15151885306658028,Average
S.Lott,10661,0.24644936500247544,0.09273743016759775,0.055047844317815287,0.08452814038091162,0.07049247465956794,0.0669192331558836,1,0.10269574794737528,Average
poke,216074,0.2458335168200616,0.08938547486033518,0.06300397806687454,0.06740851701262572,0.06593631616668373,0.06623338449982037,1,0.09963353123773354,Average
ikegami,589924,0.24571808698738812,0.018994413407821226,0.030319320503171703,0.0594906912047935,0.04336029487048224,0.03778699500310265,1,0.07261163366279323,Average
Ronak Shah,3962914,0.24503151301154436,0.022346368715083796,0.01752499731211698,0.025144446822169913,0.020989044742500258,0.019824292106208563,1,0.058476777118270644,Average
Bryan Oakley,7432,0.24374443701601206,0.05921787709497206,0.06192882485754219,0.07907126043227049,0.069622197194635,0.06649466017832066,1,0.09667987612895873,Average
Arun P Johny,114251,0.24362900718333863,0.0759776536312849,0.056230512848080845,0.056708752407447036,0.05697757755707997,0.057676606028936275,1,0.09120001827602796,Average
Nina Scholz,1447675,0.24306386806036512,0.029050279329608936,0.03838296957316417,0.044404023111491546,0.04044230572335416,0.03896273555635389,1,0.07238436355905631,Average
rob mayoff,77567,0.24279364215150534,0.0770949720670391,0.08945274701644984,0.09469291675583137,0.09102078427357428,0.08955223880597016,1,0.11410121684506169,Average
Lightness Races in Orbit,560648,0.24248471722359893,0.08603351955307262,0.0713901730996667,0.11694842713460304,0.09347803829220847,0.08615565498546654,1,0.11608175504810271,Average
polygenelubricants,276101,0.24130372991821164,0.1441340782122905,0.060101064401677236,0.06687352878236678,0.06680659363161667,0.06910741696332343,1,0.10805440198491438,Average
Denys S&#233;guret,263525,0.24049171774269956,0.10055865921787709,0.0863348027093861,0.08324416862829018,0.08513361318726324,0.08622097390509162,1,0.11366398923176796,Average
Sarfraz,139459,0.24015743828507302,0.09050279329608937,0.05924094183421137,0.06548255938369356,0.06327429097983005,0.06345733041575492,1,0.09701922569910872,Average
Peter Cordes,224132,0.23697677925412314,0.055865921787709494,0.07966885281152565,0.10956558955702975,0.09250537524316577,0.08628629282471668,1,0.11014480191304508,Average
Ned Batchelder,14343,0.23675926407810266,0.08603351955307262,0.061606278894742496,0.07200941579285255,0.06731852155216546,0.06649466017832066,1,0.09837027667487606,Average
Andy Hayden,1240268,0.23671389281439287,0.12290502793296089,0.06773465218793678,0.058206719452172054,0.06532200266202519,0.06923805480257357,1,0.10335339164201023,Average
templatetypedef,501557,0.2350698517293791,0.12625698324022344,0.10149446296097193,0.1181254012411727,0.1102180812941538,0.1083314281981776,1,0.13324936811067975,Average
Michael Benjamin,3597276,0.23504783332199053,0.12290502793296089,0.06526179980647243,0.07885726514016692,0.07402477731135457,0.07403899539501617,1,0.10835594981799357,Average
CertainPerformance,9515207,0.23350587758032382,0.061452513966480445,0.036985270401032146,0.03819815964048791,0.038292208457049254,0.0390607139357915,1,0.07458245733019418,Average
sepp2k,149392,0.23238427325243904,0.06256983240223463,0.07278787227179874,0.073293387545474,0.07218183679737894,0.0716221953688886,1,0.09747323293970232,Average
falsetru,2225682,0.2320866911404601,0.0770949720670391,0.08171164390925707,0.07040445110207576,0.07571413944916557,0.07743557921551977,1,0.10240791281391957,Average
J&#246;rg W Mittag,2988,0.23185049367938265,0.088268156424581,0.04805934845715514,0.07104643697838647,0.0605098802088666,0.0581664979261243,1,0.09298346894574937,Average
Gabriele Mariotti,2016562,0.23137876598169405,0.12737430167597763,0.10869798946349855,0.10025679435052429,0.1051499948807208,0.10735164440380157,1,0.13003491512603615,Average
Dirk is no longer here,143305,0.2311005333792384,0.0670391061452514,0.07085259649500054,0.07917825807832228,0.07428074127162897,0.07263463862307717,1,0.09918097899875312,Average
wim,674039,0.23033389246743613,0.12737430167597763,0.07225029566713256,0.08773806976246523,0.08180608170369613,0.08138737385283648,1,0.11348166918825736,Average
abarnert,908494,0.22980078011884603,0.06033519553072625,0.06633695301580475,0.07382837577573294,0.06926384765025086,0.0676704007315719,1,0.09453925880382212,Average
Fred Foo,166749,0.22803797307882726,0.08938547486033518,0.08117406730459091,0.09094799914401884,0.08585031227603154,0.08445736307521474,1,0.10997553162316975,Average
Ladislav Mrnka,413501,0.22779043280182235,0.0670391061452514,0.07053005053220084,0.07179542050074898,0.0705948602436777,0.07018517913713708,1,0.0963225082268064,Average
Mark Rajcok,215945,0.22778109165929386,0.12737430167597763,0.05279002257821739,0.052749839503530925,0.05580014333981776,0.05888500604200006,1,0.09589673413313961,Average
John Kugelman,68587,0.22762429390970854,0.07821229050279328,0.058595849908611976,0.06398459233896854,0.061687314426128806,0.06153042228681537,1,0.09193912722883775,Average
Dennis Williamson,26428,0.22723730371924264,0.10726256983240223,0.040533275991828835,0.04750695484699337,0.04653424797788472,0.04807472484405108,1,0.08619151286873382,Average
Carol Skelly,171456,0.22718659465980226,0.10279329608938546,0.07859369960219331,0.06944147228760968,0.07494624756834238,0.07750089813514485,1,0.10507703472374631,Average
Sarfaraz Nawaz,415784,0.22685098075324306,0.13519553072625698,0.07225029566713256,0.09255296383479564,0.08446810689054982,0.08354289820046377,1,0.11581012934540698,Average
Marc B,118068,0.2255058562291409,0.049162011173184354,0.04547898075475755,0.05414080890220416,0.04940104433295792,0.048009405924426006,1,0.07861635121944514,Average
Matt Ball,139010,0.2251382155481983,0.11396648044692737,0.06945489732286851,0.0773592980954419,0.07489505477628751,0.07534537378751756,1,0.1060265533295402,Average
readonly,4883,0.22349017111638664,0.1217877094972067,0.021180518223846895,0.021934517440616308,0.02574997440360397,0.029785427349031647,1,0.07398805300511536,Average
trincot,5459839,0.22268082783873985,0.042458100558659215,0.02924416729383937,0.03616520436550396,0.03276338691512236,0.03207158953590907,1,0.06589721275129563,Average
James McNellis,151292,0.22251402172215973,0.08491620111731843,0.09934415654230729,0.10496469077680291,0.10100337872427563,0.0993827362095431,1,0.11868753084873451,Average
Joey,73070,0.22240926748094741,0.09832402234636871,0.07472314804859692,0.07468435694414723,0.0754069826968363,0.07635781704170613,1,0.10365093242643379,Average
DSM,487339,0.22131768825404707,0.07486033519553072,0.06407913127620686,0.053712818317997006,0.05923006040749463,0.061432443907377766,1,0.08910541289310901,Average
Andrew Hare,34211,0.2199231891194372,0.08379888268156424,0.06870229007633588,0.0684784934731436,0.0689054981058667,0.06953198994088639,1,0.096556723899539,Average
Rob W,938089,0.21812034861143917,0.09720670391061452,0.08611977206751963,0.07286539696126686,0.07991194839766562,0.08262843332571279,1,0.1061421005457031,Average
Brian R. Bondy,3153,0.2174771442259062,0.1441340782122905,0.0641866465971401,0.0683714958270918,0.06946861881847037,0.07204676834645156,1,0.10594745867122507,Average
Basil Bourque,642706,0.21639890948833226,0.14525139664804468,0.10127943231910547,0.14038091161994434,0.12163407392239174,0.11665959045037395,1,0.1402673857413654,Average
MadProgrammer,992484,0.21619807492396978,0.024581005586592177,0.025051069777443286,0.04033811256152365,0.031944302242244295,0.029230216532218557,1,0.061223796937331966,Average
Michael Borgwardt,16883,0.21602259488932748,0.09050279329608937,0.051714869368885065,0.07746629574149369,0.06542438824613495,0.06254286554100395,1,0.09394563451382243,Average
ghostdog74,131527,0.21543877348129703,0.06927374301675977,0.027308891517041176,0.03712818317997004,0.033531278795945536,0.03354126522747314,1,0.06937035586974778,Average
Daniel Vassallo,222908,0.21497838859953589,0.08044692737430167,0.05418772175034942,0.047613952493045154,0.0518582983515921,0.05405140598974493,1,0.08385611575976154,Average
Andy E,94197,0.21495370129428204,0.09608938547486033,0.05074723148048597,0.04814894072330409,0.05119279205487868,0.05349619517293184,1,0.0857713743667905,Average
karim79,70393,0.2131308440522944,0.07486033519553072,0.044081281582625524,0.04354804194307726,0.04484488584007372,0.046180476174924066,1,0.07777431079808762,Average
ImportanceOfBeingErnest,4124317,0.21276520504475074,0.06815642458100558,0.07848618428126009,0.08249518510592767,0.07955359885328146,0.07838270355008328,1,0.09997321690271814,Average
Vinko Vrsalovic,5190,0.21273985051503058,0.061452513966480445,0.03558757122890011,0.03980312433126471,0.03839459404115901,0.03870145987785362,1,0.07111318566011475,Average
Michael Burr,12711,0.2126110761930307,0.05810055865921787,0.05838081926674551,0.08260218275197946,0.06957100440258013,0.0653189196250694,1,0.09109742681643718,Average
Tomasz Nurkiewicz,605744,0.21254969154212924,0.08044692737430167,0.07569078593699602,0.07254440402311149,0.07402477731135457,0.0747248440510794,1,0.09833023837316207,Average
Alnitak,6782,0.21173434324428556,0.08044692737430167,0.044081281582625524,0.05360582067194522,0.04991297225350671,0.04974035729449035,1,0.08158695040352584,Average
Tomalak,18771,0.21083292299028655,0.0759776536312849,0.05773572734114611,0.06772950995078109,0.06296713422750078,0.06195499526437833,1,0.08953299056756296,Average
jcalz,2887218,0.21082424907222438,0.03240223463687151,0.04752177185248898,0.04793494543120051,0.046636633561994476,0.04588654103661125,1,0.07186772926523186,Average
Rory McCrossan,519413,0.20969130192841215,0.04581005586592178,0.03354478013116869,0.03755617376417719,0.03563018327019556,0.03540285443678761,1,0.06627255823277715,Average
Tim Pietzcker,20670,0.20944442887587358,0.0659217877094972,0.05494032899688205,0.06098865824951851,0.057950240606122666,0.057317351970998395,1,0.0844271327348154,Average
Brian Campbell,69755,0.20808796153584397,0.0659217877094972,0.03838296957316417,0.03659319494971111,0.03839459404115901,0.039811881511479796,1,0.07119873155347588,Average
Joan Venge,51816,0.20716652454785536,0.2525139664804469,0.05257499193635093,0.07607532634282047,0.07259137913381797,0.07684770893889416,1,0.12296164956336429,Average
OMG Ponies,135152,0.20710046932568962,0.09497206703910614,0.05655305881088055,0.05424780654825594,0.05682399918091533,0.058787027662562455,1,0.08808073809456834,Average
